URI (do not change)	Name (do not change)	Status (empty=Public)	Label	Suggested Label	Comment	Suggested Comment	Lydie's comment	Source file
http://nextprot.org/rdf/source/MassIVE_human_Testis	source/MassIVE_human_Testis		MassIVE_human_Testis	MassIVE_human_Testis	Information generated by MassIVE, project Testis	Information generated by MassIVE, project Testis	OK	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/MassIVE_human_Thyroid_Gland	source/MassIVE_human_Thyroid_Gland		MassIVE_human_Thyroid_Gland	MassIVE_human_Thyroid_Gland	Information generated by MassIVE, project Thyroid Gland	Information generated by MassIVE, project Thyroid Gland	OK	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/MassIVE_human_Ureter	source/MassIVE_human_Ureter		MassIVE_human_Ureter	MassIVE_human_Ureter	Information generated by MassIVE, project Ureter	Information generated by MassIVE, project Ureter	OK	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/MassIVE_human_Urinary_Bladder	source/MassIVE_human_Urinary_Bladder		MassIVE_human_Urinary_Bladder	MassIVE_human_Urinary_Bladder	Information generated by MassIVE, project Urinary Bladder	Information generated by MassIVE, project Urinary Bladder	OK	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/MassIVE_human_Urine	source/MassIVE_human_Urine		MassIVE_human_Urine	MassIVE_human_Urine	Information generated by MassIVE, project Urine	Information generated by MassIVE, project Urine	OK	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/MeSH	source/MeSH	private	MeSH	MeSH	Information generated by Medical Subject Headings	Information generated by Medical Subject Headings	OK not used	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/NCBI	source/NCBI	private	NCBI	NCBI	National Center for Biotechnology Information	National Center for Biotechnology Information	OK not used	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/NCI	source/NCI	private	NCI	NCI	National Center Institute	National Center Institute	OK not used	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/NTNU_SB	source/NTNU_SB		NTNU_SB	NTNU_SB	NTNU_SB ontology	NTNU_SB ontology	OK (why not a db?)	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/NextProt	source/NextProt		NextProt	NextProt	Information generated automacally or manually by neXtProt	Information generated automacally or manually by neXtProt	Information generated automatically or manually by neXtProt	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/NextProt_integration	source/NextProt_integration	private	NextProt_integration	NextProt_integration	Data integrated by neXtProt from various sources	Data integrated by neXtProt from various sources	OK not used	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/OBO	source/OBO	private	OBO	OBO	OBO supports community members who are developing and publishing ontologies in the biomedical domain.	OBO supports community members who are developing and publishing ontologies in the biomedical domain.	OK not used	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/ORCID	source/ORCID	private	ORCID	ORCID	Connecting Research and Researchers	Connecting Research and Researchers	OK not used	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/Orphanet	source/Orphanet		Orphanet	Orphanet	Orphanet; a database dedicated to information on rare diseases and orphan drugs	Orphanet; a database dedicated to information on rare diseases and orphan drugs	Information imported from Orphanet	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/PHI-base	source/PHI-base	private	PHI-base	PHI-base	The Pathogen-Host Interaction database	The Pathogen-Host Interaction database	OK not used	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/PINC	source/PINC		PINC	PINC	Proteome Inc.	Proteome Inc.	OK (why not a db?)	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/PIR	source/PIR	private	PIR	PIR	Protein Information Resource	Protein Information Resource	OK not used	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/PMID_18614565	source/PMID_18614565	private	PMID_18614565	PMID_18614565	Information extracted from the PubMed publication 18614565	Information extracted from the PubMed publication 18614565	OK not used	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/PMID_19413330	source/PMID_19413330	private	PMID_19413330	PMID_19413330	Information extracted from the PubMed publication 19413330	Information extracted from the PubMed publication 19413330	OK not used	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/PMID_19608861	source/PMID_19608861	private	PMID_19608861	PMID_19608861	Information extracted from the PubMed publication 19608861	Information extracted from the PubMed publication 19608861	OK not used	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/PMID_20068231	source/PMID_20068231	private	PMID_20068231	PMID_20068231	Information extracted from the PubMed publication 20068231	Information extracted from the PubMed publication 20068231	OK not used	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/PMID_20140087	source/PMID_20140087		PMID_20140087	PMID_20140087	Information extracted from the PubMed publication 20140087	Information extracted from the PubMed publication 20140087	OK	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/PMID_20570859	source/PMID_20570859		PMID_20570859	PMID_20570859	Information extracted from the PubMed publication 20570859	Information extracted from the PubMed publication 20570859	OK	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/PMID_20687582	source/PMID_20687582		PMID_20687582	PMID_20687582	Information extracted from the PubMed publication 20687582	Information extracted from the PubMed publication 20687582	OK	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/PMID_20797634	source/PMID_20797634		PMID_20797634	PMID_20797634	Information extracted from the PubMed publication 20797634	Information extracted from the PubMed publication 20797634	OK	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/PMID_20972266	source/PMID_20972266		PMID_20972266	PMID_20972266	Information extracted from the PubMed publication 20972266	Information extracted from the PubMed publication 20972266	OK	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/PMID_21139048	source/PMID_21139048		PMID_21139048	PMID_21139048	Information extracted from the PubMed publication 21139048	Information extracted from the PubMed publication 21139048	OK	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/PMID_21406692	source/PMID_21406692	private	PMID_21406692	PMID_21406692	Information extracted from the PubMed publication 21406692	Information extracted from the PubMed publication 21406692	OK not used	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/PMID_21645671	source/PMID_21645671		PMID_21645671	PMID_21645671	Information extracted from the PubMed publication 21645671	Information extracted from the PubMed publication 21645671	OK	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/PMID_21890473	source/PMID_21890473		PMID_21890473	PMID_21890473	Information extracted from the PubMed publication 21890473	Information extracted from the PubMed publication 21890473	OK	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/PMID_22148984	source/PMID_22148984		PMID_22148984	PMID_22148984	Information extracted from the PubMed publication 22148984	Information extracted from the PubMed publication 22148984	OK	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/PMID_22199227	source/PMID_22199227	private	PMID_22199227	PMID_22199227	Information extracted from the PubMed publication 22199227	Information extracted from the PubMed publication 22199227	OK not used	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/PMID_22468782	source/PMID_22468782	private	PMID_22468782	PMID_22468782	Information extracted from the PubMed publication 22468782	Information extracted from the PubMed publication 22468782	OK not used	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/PMID_22865923	source/PMID_22865923		PMID_22865923	PMID_22865923	Information extracted from the PubMed publication 22865923	Information extracted from the PubMed publication 22865923	OK	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/PMID_23153008	source/PMID_23153008	private	PMID_23153008	PMID_23153008	Information extracted from the PubMed publication 23153008	Information extracted from the PubMed publication 23153008	OK not used	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/PMID_23236377	source/PMID_23236377		PMID_23236377	PMID_23236377	Information extracted from the PubMed publication 23236377	Information extracted from the PubMed publication 23236377	OK	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/PMID_23266961	source/PMID_23266961		PMID_23266961	PMID_23266961	Information extracted from the PubMed publication 23266961	Information extracted from the PubMed publication 23266961	OK	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/PMID_23312004	source/PMID_23312004	private	PMID_23312004	PMID_23312004	Information extracted from the PubMed publication 23312004	Information extracted from the PubMed publication 23312004	OK not used	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/PMID_23584533	source/PMID_23584533		PMID_23584533	PMID_23584533	Information extracted from the PubMed publication 23584533	Information extracted from the PubMed publication 23584533	OK	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/PMID_23955771	source/PMID_23955771		PMID_23955771	PMID_23955771	Information extracted from the PubMed publication 23955771	Information extracted from the PubMed publication 23955771	OK	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/PMID_24129315	source/PMID_24129315		PMID_24129315	PMID_24129315	Information extracted from the PubMed publication 24129315	Information extracted from the PubMed publication 24129315	OK	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/PMID_25038526	source/PMID_25038526		PMID_25038526	PMID_25038526	Information extracted from the PubMed publication 25038526	Information extracted from the PubMed publication 25038526	OK	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/PMID_25218447	source/PMID_25218447		PMID_25218447	PMID_25218447	Information extracted from the PubMed publication 25218447	Information extracted from the PubMed publication 25218447	OK	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/PRO	source/PRO	private	PRO	PRO	Protein Ontology, a unique database resource for species-specific protein complexes	Protein Ontology, a unique database resource for species-specific protein complexes	OK not used	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/PSI-MI	source/PSI-MI	private	PSI-MI	PSI-MI	Data exchange format for molecular interactions proposed by the HUPO Proteomics Standards Initiative	Data exchange format for molecular interactions proposed by the HUPO Proteomics Standards Initiative	OK not used	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/ParkinsonsUK-UCL	source/ParkinsonsUK-UCL		ParkinsonsUK-UCL	ParkinsonsUK-UCL	Parkinsons Disease Gene Ontology Initiative	Parkinsons Disease Gene Ontology Initiative	OK (why not a db?)	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/PeptideAtlas	source/PeptideAtlas		PeptideAtlas	PeptideAtlas	Human peptide sequences and identifiers from PeptideAtlas	Human peptide sequences and identifiers from PeptideAtlas	Pam: assign to peptidesource	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/PeptideAtlas_human_Adrenal_Gland	source/PeptideAtlas_human_Adrenal_Gland		PeptideAtlas_human_Adrenal_Gland	PeptideAtlas_human_Adrenal_Gland	Information generated by PeptideAtlas, project Adrenal Gland	Information generated by PeptideAtlas, project Adrenal Gland	OK	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/PeptideAtlas_human_Blood_Cells	source/PeptideAtlas_human_Blood_Cells		PeptideAtlas_human_Blood_Cells	PeptideAtlas_human_Blood_Cells	Information generated by PeptideAtlas, project Blood Cells	Information generated by PeptideAtlas, project Blood Cells	OK	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/PeptideAtlas_human_Blood_Plasma	source/PeptideAtlas_human_Blood_Plasma		PeptideAtlas_human_Blood_Plasma	PeptideAtlas_human_Blood_Plasma	Information generated by PeptideAtlas, project Blood Plasma	Information generated by PeptideAtlas, project Blood Plasma	OK	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/PeptideAtlas_human_Brain	source/PeptideAtlas_human_Brain		PeptideAtlas_human_Brain	PeptideAtlas_human_Brain	Information generated by PeptideAtlas, project Brain	Information generated by PeptideAtlas, project Brain	OK	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/PeptideAtlas_human_Breast	source/PeptideAtlas_human_Breast		PeptideAtlas_human_Breast	PeptideAtlas_human_Breast	Information generated by PeptideAtlas, project Breast	Information generated by PeptideAtlas, project Breast	OK	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/PeptideAtlas_human_Cancer_Adrenal_Gland	source/PeptideAtlas_human_Cancer_Adrenal_Gland		PeptideAtlas_human_Cancer_Adrenal_Gland	PeptideAtlas_human_Cancer_Adrenal_Gland	Information generated by PeptideAtlas, project Cancer, Adrenal Gland	Information generated by PeptideAtlas, project Cancer, Adrenal Gland	OK	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/PeptideAtlas_human_Cancer_Brain	source/PeptideAtlas_human_Cancer_Brain		PeptideAtlas_human_Cancer_Brain	PeptideAtlas_human_Cancer_Brain	Information generated by PeptideAtlas, project Cancer, Brain	Information generated by PeptideAtlas, project Cancer, Brain	OK	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/PeptideAtlas_human_Cancer_Breast	source/PeptideAtlas_human_Cancer_Breast		PeptideAtlas_human_Cancer_Breast	PeptideAtlas_human_Cancer_Breast	Information generated by PeptideAtlas, project Cancer, Breast	Information generated by PeptideAtlas, project Cancer, Breast	OK	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/PeptideAtlas_human_Cancer_Cell_Lines_Blood	source/PeptideAtlas_human_Cancer_Cell_Lines_Blood		PeptideAtlas_human_Cancer_Cell_Lines_Blood	PeptideAtlas_human_Cancer_Cell_Lines_Blood	Information generated by PeptideAtlas, project Cancer Cell Lines, Blood	Information generated by PeptideAtlas, project Cancer Cell Lines, Blood	OK	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/PeptideAtlas_human_Cancer_Cell_Lines_Bone	source/PeptideAtlas_human_Cancer_Cell_Lines_Bone		PeptideAtlas_human_Cancer_Cell_Lines_Bone	PeptideAtlas_human_Cancer_Cell_Lines_Bone	Information generated by PeptideAtlas, project Cancer Cell Lines, Bone	Information generated by PeptideAtlas, project Cancer Cell Lines, Bone	OK	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/PeptideAtlas_human_Cancer_Cell_Lines_Brain	source/PeptideAtlas_human_Cancer_Cell_Lines_Brain		PeptideAtlas_human_Cancer_Cell_Lines_Brain	PeptideAtlas_human_Cancer_Cell_Lines_Brain	Information generated by PeptideAtlas, project Cancer Cell Lines, Brain	Information generated by PeptideAtlas, project Cancer Cell Lines, Brain	OK	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/PeptideAtlas_human_Cancer_Cell_Lines_Breast	source/PeptideAtlas_human_Cancer_Cell_Lines_Breast		PeptideAtlas_human_Cancer_Cell_Lines_Breast	PeptideAtlas_human_Cancer_Cell_Lines_Breast	Information generated by PeptideAtlas, project Cancer Cell Lines, Breast	Information generated by PeptideAtlas, project Cancer Cell Lines, Breast	OK	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/PeptideAtlas_human_Cancer_Cell_Lines_Digestive_System	source/PeptideAtlas_human_Cancer_Cell_Lines_Digestive_System		PeptideAtlas_human_Cancer_Cell_Lines_Digestive_System	PeptideAtlas_human_Cancer_Cell_Lines_Digestive_System	Information generated by PeptideAtlas, project Cancer Cell Lines, Digestive System	Information generated by PeptideAtlas, project Cancer Cell Lines, Digestive System	OK	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/PeptideAtlas_human_Cancer_Cell_Lines_Kidney	source/PeptideAtlas_human_Cancer_Cell_Lines_Kidney		PeptideAtlas_human_Cancer_Cell_Lines_Kidney	PeptideAtlas_human_Cancer_Cell_Lines_Kidney	Information generated by PeptideAtlas, project Cancer Cell Lines, Kidney	Information generated by PeptideAtlas, project Cancer Cell Lines, Kidney	OK	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/PeptideAtlas_human_Cancer_Cell_Lines_Liver	source/PeptideAtlas_human_Cancer_Cell_Lines_Liver		PeptideAtlas_human_Cancer_Cell_Lines_Liver	PeptideAtlas_human_Cancer_Cell_Lines_Liver	Information generated by PeptideAtlas, project Cancer Cell Lines, Liver	Information generated by PeptideAtlas, project Cancer Cell Lines, Liver	OK	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/PeptideAtlas_human_Cancer_Cell_Lines_Lung	source/PeptideAtlas_human_Cancer_Cell_Lines_Lung		PeptideAtlas_human_Cancer_Cell_Lines_Lung	PeptideAtlas_human_Cancer_Cell_Lines_Lung	Information generated by PeptideAtlas, project Cancer Cell Lines, Lung	Information generated by PeptideAtlas, project Cancer Cell Lines, Lung	OK	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/PeptideAtlas_human_Cancer_Cell_Lines_Other_Anatomical_Entities	source/PeptideAtlas_human_Cancer_Cell_Lines_Other_Anatomical_Entities		PeptideAtlas_human_Cancer_Cell_Lines_Other_Anatomical_Entities	PeptideAtlas_human_Cancer_Cell_Lines_Other_Anatomical_Entities	Information generated by PeptideAtlas, project Cancer Cell Lines, Other Anatomical Entities	Information generated by PeptideAtlas, project Cancer Cell Lines, Other Anatomical Entities	OK	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/PeptideAtlas_human_Cancer_Cell_Lines_Other_Female_Reproductive_Organ	source/PeptideAtlas_human_Cancer_Cell_Lines_Other_Female_Reproductive_Organ		PeptideAtlas_human_Cancer_Cell_Lines_Other_Female_Reproductive_Organ	PeptideAtlas_human_Cancer_Cell_Lines_Other_Female_Reproductive_Organ	Information generated by PeptideAtlas, project Cancer Cell Lines, Other Female Reproductive Organ	Information generated by PeptideAtlas, project Cancer Cell Lines, Other Female Reproductive Organ	OK	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/PeptideAtlas_human_Cancer_Cell_Lines_Other_Male_Reproductive_Organ	source/PeptideAtlas_human_Cancer_Cell_Lines_Other_Male_Reproductive_Organ		PeptideAtlas_human_Cancer_Cell_Lines_Other_Male_Reproductive_Organ	PeptideAtlas_human_Cancer_Cell_Lines_Other_Male_Reproductive_Organ	Information generated by PeptideAtlas, project Cancer Cell Lines, Other Male Reproductive Organ	Information generated by PeptideAtlas, project Cancer Cell Lines, Other Male Reproductive Organ	OK	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/PeptideAtlas_human_Cancer_Cell_Lines_Ovary	source/PeptideAtlas_human_Cancer_Cell_Lines_Ovary		PeptideAtlas_human_Cancer_Cell_Lines_Ovary	PeptideAtlas_human_Cancer_Cell_Lines_Ovary	Information generated by PeptideAtlas, project Cancer Cell Lines, Ovary	Information generated by PeptideAtlas, project Cancer Cell Lines, Ovary	OK	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/PeptideAtlas_human_Cancer_Cell_Lines_Pancreas	source/PeptideAtlas_human_Cancer_Cell_Lines_Pancreas		PeptideAtlas_human_Cancer_Cell_Lines_Pancreas	PeptideAtlas_human_Cancer_Cell_Lines_Pancreas	Information generated by PeptideAtlas, project Cancer Cell Lines, Pancreas	Information generated by PeptideAtlas, project Cancer Cell Lines, Pancreas	OK	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/PeptideAtlas_human_Cancer_Cell_Lines_Skin	source/PeptideAtlas_human_Cancer_Cell_Lines_Skin		PeptideAtlas_human_Cancer_Cell_Lines_Skin	PeptideAtlas_human_Cancer_Cell_Lines_Skin	Information generated by PeptideAtlas, project Cancer Cell Lines, Skin	Information generated by PeptideAtlas, project Cancer Cell Lines, Skin	OK	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/PeptideAtlas_human_Cancer_Cell_Lines_Urinary_Bladder	source/PeptideAtlas_human_Cancer_Cell_Lines_Urinary_Bladder		PeptideAtlas_human_Cancer_Cell_Lines_Urinary_Bladder	PeptideAtlas_human_Cancer_Cell_Lines_Urinary_Bladder	Information generated by PeptideAtlas, project Cancer Cell Lines, Urinary Bladder	Information generated by PeptideAtlas, project Cancer Cell Lines, Urinary Bladder	OK	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/PeptideAtlas_human_Cancer_Digestive_System	source/PeptideAtlas_human_Cancer_Digestive_System		PeptideAtlas_human_Cancer_Digestive_System	PeptideAtlas_human_Cancer_Digestive_System	Information generated by PeptideAtlas, project Cancer, Digestive System	Information generated by PeptideAtlas, project Cancer, Digestive System	OK	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/PeptideAtlas_human_Cancer_Kidney	source/PeptideAtlas_human_Cancer_Kidney		PeptideAtlas_human_Cancer_Kidney	PeptideAtlas_human_Cancer_Kidney	Information generated by PeptideAtlas, project Cancer, Kidney	Information generated by PeptideAtlas, project Cancer, Kidney	OK	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/PeptideAtlas_human_Cancer_Liver	source/PeptideAtlas_human_Cancer_Liver		PeptideAtlas_human_Cancer_Liver	PeptideAtlas_human_Cancer_Liver	Information generated by PeptideAtlas, project Cancer, Liver	Information generated by PeptideAtlas, project Cancer, Liver	OK	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/PeptideAtlas_human_Cancer_Lung	source/PeptideAtlas_human_Cancer_Lung		PeptideAtlas_human_Cancer_Lung	PeptideAtlas_human_Cancer_Lung	Information generated by PeptideAtlas, project Cancer, Lung	Information generated by PeptideAtlas, project Cancer, Lung	OK	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/PeptideAtlas_human_Cancer_Other_Anatomical_Entities	source/PeptideAtlas_human_Cancer_Other_Anatomical_Entities		PeptideAtlas_human_Cancer_Other_Anatomical_Entities	PeptideAtlas_human_Cancer_Other_Anatomical_Entities	Information generated by PeptideAtlas, project Cancer, Other Anatomical Entities	Information generated by PeptideAtlas, project Cancer, Other Anatomical Entities	OK	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/PeptideAtlas_human_Cancer_Other_Female_Reproductive_Organ	source/PeptideAtlas_human_Cancer_Other_Female_Reproductive_Organ		PeptideAtlas_human_Cancer_Other_Female_Reproductive_Organ	PeptideAtlas_human_Cancer_Other_Female_Reproductive_Organ	Information generated by PeptideAtlas, project Cancer, Other Female Reproductive Organ	Information generated by PeptideAtlas, project Cancer, Other Female Reproductive Organ	OK	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/PeptideAtlas_human_Cancer_Other_Male_Reproductive_Organ	source/PeptideAtlas_human_Cancer_Other_Male_Reproductive_Organ		PeptideAtlas_human_Cancer_Other_Male_Reproductive_Organ	PeptideAtlas_human_Cancer_Other_Male_Reproductive_Organ	Information generated by PeptideAtlas, project Cancer, Other Male Reproductive Organ	Information generated by PeptideAtlas, project Cancer, Other Male Reproductive Organ	OK	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/PeptideAtlas_human_Cancer_Ovary	source/PeptideAtlas_human_Cancer_Ovary		PeptideAtlas_human_Cancer_Ovary	PeptideAtlas_human_Cancer_Ovary	Information generated by PeptideAtlas, project Cancer, Ovary	Information generated by PeptideAtlas, project Cancer, Ovary	OK	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/PeptideAtlas_human_Cancer_Pancreas	source/PeptideAtlas_human_Cancer_Pancreas		PeptideAtlas_human_Cancer_Pancreas	PeptideAtlas_human_Cancer_Pancreas	Information generated by PeptideAtlas, project Cancer, Pancreas	Information generated by PeptideAtlas, project Cancer, Pancreas	OK	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/PeptideAtlas_human_Cancer_Skin	source/PeptideAtlas_human_Cancer_Skin		PeptideAtlas_human_Cancer_Skin	PeptideAtlas_human_Cancer_Skin	Information generated by PeptideAtlas, project Cancer, Skin	Information generated by PeptideAtlas, project Cancer, Skin	OK	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/PeptideAtlas_human_Cancer_Urinary_Bladder	source/PeptideAtlas_human_Cancer_Urinary_Bladder		PeptideAtlas_human_Cancer_Urinary_Bladder	PeptideAtlas_human_Cancer_Urinary_Bladder	Information generated by PeptideAtlas, project Cancer, Urinary Bladder	Information generated by PeptideAtlas, project Cancer, Urinary Bladder	OK	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/PeptideAtlas_human_Cancer_and_Non_Cancer_Cell_Lines	source/PeptideAtlas_human_Cancer_and_Non_Cancer_Cell_Lines		PeptideAtlas_human_Cancer_and_Non_Cancer_Cell_Lines	PeptideAtlas_human_Cancer_and_Non_Cancer_Cell_Lines	Information generated by PeptideAtlas, project Cancer and Non Cancer Cell Lines	Information generated by PeptideAtlas, project Cancer and Non Cancer Cell Lines	OK	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/PeptideAtlas_human_Cerebrospinal_Fluid	source/PeptideAtlas_human_Cerebrospinal_Fluid		PeptideAtlas_human_Cerebrospinal_Fluid	PeptideAtlas_human_Cerebrospinal_Fluid	Information generated by PeptideAtlas, project Cerebrospinal Fluid	Information generated by PeptideAtlas, project Cerebrospinal Fluid	OK	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/PeptideAtlas_human_Digestive_System	source/PeptideAtlas_human_Digestive_System		PeptideAtlas_human_Digestive_System	PeptideAtlas_human_Digestive_System	Information generated by PeptideAtlas, project Digestive System	Information generated by PeptideAtlas, project Digestive System	OK	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/PeptideAtlas_human_Eye	source/PeptideAtlas_human_Eye		PeptideAtlas_human_Eye	PeptideAtlas_human_Eye	Information generated by PeptideAtlas, project Eye	Information generated by PeptideAtlas, project Eye	OK	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/PeptideAtlas_human_Heart	source/PeptideAtlas_human_Heart		PeptideAtlas_human_Heart	PeptideAtlas_human_Heart	Information generated by PeptideAtlas, project Heart	Information generated by PeptideAtlas, project Heart	OK	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/PeptideAtlas_human_Kidney	source/PeptideAtlas_human_Kidney		PeptideAtlas_human_Kidney	PeptideAtlas_human_Kidney	Information generated by PeptideAtlas, project Kidney	Information generated by PeptideAtlas, project Kidney	OK	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/PeptideAtlas_human_Liver	source/PeptideAtlas_human_Liver		PeptideAtlas_human_Liver	PeptideAtlas_human_Liver	Information generated by PeptideAtlas, project Liver	Information generated by PeptideAtlas, project Liver	OK	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/PeptideAtlas_human_Lung	source/PeptideAtlas_human_Lung		PeptideAtlas_human_Lung	PeptideAtlas_human_Lung	Information generated by PeptideAtlas, project Lung	Information generated by PeptideAtlas, project Lung	OK	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/PeptideAtlas_human_Muscle	source/PeptideAtlas_human_Muscle		PeptideAtlas_human_Muscle	PeptideAtlas_human_Muscle	Information generated by PeptideAtlas, project Muscle	Information generated by PeptideAtlas, project Muscle	OK	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/PeptideAtlas_human_Non_Cancer_Cell_Lines	source/PeptideAtlas_human_Non_Cancer_Cell_Lines		PeptideAtlas_human_Non_Cancer_Cell_Lines	PeptideAtlas_human_Non_Cancer_Cell_Lines	Information generated by PeptideAtlas, project Non Cancer Cell Lines	Information generated by PeptideAtlas, project Non Cancer Cell Lines	OK	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/PeptideAtlas_human_Olfactory_System	source/PeptideAtlas_human_Olfactory_System		PeptideAtlas_human_Olfactory_System	PeptideAtlas_human_Olfactory_System	Information generated by PeptideAtlas, project Olfactory System	Information generated by PeptideAtlas, project Olfactory System	OK	controlled-vocabulary/cv_datasources.txt
